"order_id","customer_id","order_date","status","product_id","quantity","price","created_at","updated_at"
IANC47AM423,965,2022-10-04 00:00:00.000,Canceled,B06XGWRKYT,4,15999.00,2022-10-04 00:00:00.000,2022-10-04 00:00:00.000
IANC47AM423,965,2022-10-04 00:00:00.000,Canceled,B0832W3B7Q,9,3595.00,2022-10-04 00:00:00.000,2022-10-04 00:00:00.000
IANC47AM423,965,2022-10-04 00:00:00.000,Canceled,B08XMSKKMM,4,1999.00,2022-10-04 00:00:00.000,2022-10-04 00:00:00.000
NPIP33OI307,994,2022-02-14 00:00:00.000,Success,B07RZZ1QSW,3,799.00,2022-02-14 00:00:00.000,2022-02-14 00:00:00.000
NPIP33OI307,994,2022-02-14 00:00:00.000,Success,B0B8SSC5D9,5,1999.00,2022-02-14 00:00:00.000,2022-02-14 00:00:00.000
NPIP33OI307,994,2022-02-14 00:00:00.000,Success,B082LZGK39,2,299.00,2022-02-14 00:00:00.000,2022-02-14 00:00:00.000
NPIP33OI307,994,2022-02-14 00:00:00.000,Success,B07RZZ1QSW,7,799.00,2022-02-14 00:00:00.000,2022-02-14 00:00:00.000
NPIP33OI307,994,2022-02-14 00:00:00.000,Success,B08NCKT9FG,5,798.00,2022-02-14 00:00:00.000,2022-02-14 00:00:00.000
NPIP33OI307,994,2022-02-14 00:00:00.000,Success,B0BGPN4GGH,15,2400.00,2022-02-14 00:00:00.000,2022-02-14 00:00:00.000
AOCO44AC037,128,2022-08-03 00:00:00.000,Success,B0123P3PWE,7,1075.00,2022-08-03 00:00:00.000,2022-08-03 00:00:00.000
AOCO44AC037,128,2022-08-03 00:00:00.000,Success,B09MTLG4TP,1,999.00,2022-08-03 00:00:00.000,2022-08-03 00:00:00.000
AOCO44AC037,128,2022-08-03 00:00:00.000,Success,B079Y6JZC8,3,299.00,2022-08-03 00:00:00.000,2022-08-03 00:00:00.000
AOCO44AC037,128,2022-08-03 00:00:00.000,Success,B0B6BLTGTT,2,5999.00,2022-08-03 00:00:00.000,2022-08-03 00:00:00.000
AOCO44AC037,128,2022-08-03 00:00:00.000,Success,B0BDZWMGZ1,15,2990.00,2022-08-03 00:00:00.000,2022-08-03 00:00:00.000
APMI05CP558,537,2022-02-01 00:00:00.000,Success,B07M69276N,12,2499.00,2022-02-01 00:00:00.000,2022-02-01 00:00:00.000
APMI05CP558,537,2022-02-01 00:00:00.000,Success,B08235JZFB,12,1000.00,2022-02-01 00:00:00.000,2022-02-01 00:00:00.000
APMI05CP558,537,2022-02-01 00:00:00.000,Success,B00Y4ORQ46,3,795.00,2022-02-01 00:00:00.000,2022-02-01 00:00:00.000
POOA33NM414,433,2021-08-01 00:00:00.000,Success,B086199CWG,3,4799.00,2021-08-01 00:00:00.000,2021-08-01 00:00:00.000
POOA33NM414,433,2021-08-01 00:00:00.000,Success,B07WKBD37W,4,999.00,2021-08-01 00:00:00.000,2021-08-01 00:00:00.000
IMMM96AC528,774,2021-04-08 00:00:00.000,Success,B095244Q22,8,999.00,2021-04-08 00:00:00.000,2021-04-08 00:00:00.000
IMMM96AC528,774,2021-04-08 00:00:00.000,Success,B09N6TTHT6,3,99.00,2021-04-08 00:00:00.000,2021-04-08 00:00:00.000
IMMM96AC528,774,2021-04-08 00:00:00.000,Success,B07L8KNP5F,13,1399.00,2021-04-08 00:00:00.000,2021-04-08 00:00:00.000
AIAP53NA160,741,2022-09-30 00:00:00.000,Success,B0819HZPXL,13,549.00,2022-09-30 00:00:00.000,2022-09-30 00:00:00.000
AIAP53NA160,741,2022-09-30 00:00:00.000,Success,B09Q8WQ5QJ,10,499.00,2022-09-30 00:00:00.000,2022-09-30 00:00:00.000
AIAP53NA160,741,2022-09-30 00:00:00.000,Success,B08MWJTST6,6,1299.00,2022-09-30 00:00:00.000,2022-09-30 00:00:00.000
AIAP53NA160,741,2022-09-30 00:00:00.000,Success,B08D75R3Z1,4,1900.00,2022-09-30 00:00:00.000,2022-09-30 00:00:00.000
PMMC74AI218,658,2022-09-10 00:00:00.000,Success,B086394NY5,7,2490.00,2022-09-10 00:00:00.000,2022-09-10 00:00:00.000
PMMC74AI218,658,2022-09-10 00:00:00.000,Success,B0BHZCNC4P,6,3999.00,2022-09-10 00:00:00.000,2022-09-10 00:00:00.000
PMMC74AI218,658,2022-09-10 00:00:00.000,Success,B0BCVJ3PVP,11,1299.00,2022-09-10 00:00:00.000,2022-09-10 00:00:00.000
PMMC74AI218,658,2022-09-10 00:00:00.000,Success,B07S7DCJKS,7,499.00,2022-09-10 00:00:00.000,2022-09-10 00:00:00.000
PMMC74AI218,658,2022-09-10 00:00:00.000,Success,B0BCZCQTJX,10,3999.00,2022-09-10 00:00:00.000,2022-09-10 00:00:00.000
AAMI65AP544,963,2022-02-04 00:00:00.000,Success,B08D75R3Z1,10,1900.00,2022-02-04 00:00:00.000,2022-02-04 00:00:00.000
AAMI65AP544,963,2022-02-04 00:00:00.000,Success,B08MVXPTDG,4,4200.00,2022-02-04 00:00:00.000,2022-02-04 00:00:00.000
AAMI65AP544,963,2022-02-04 00:00:00.000,Success,B08CZHGHKH,10,1399.00,2022-02-04 00:00:00.000,2022-02-04 00:00:00.000
AAMI65AP544,963,2022-02-04 00:00:00.000,Success,B0756CLQWL,9,3999.00,2022-02-04 00:00:00.000,2022-02-04 00:00:00.000
AAMI65AP544,963,2022-02-04 00:00:00.000,Success,B0B3RS9DNF,2,9999.00,2022-02-04 00:00:00.000,2022-02-04 00:00:00.000
POCO45OC178,331,2021-09-28 00:00:00.000,Success,B01L6MT7E0,9,11995.00,2021-09-28 00:00:00.000,2021-09-28 00:00:00.000
PNPP59CM226,662,2021-03-10 00:00:00.000,Success,B07LFWP97N,4,1099.00,2021-03-10 00:00:00.000,2021-03-10 00:00:00.000
PNPP59CM226,662,2021-03-10 00:00:00.000,Success,B08TM71L54,6,4195.00,2021-03-10 00:00:00.000,2021-03-10 00:00:00.000
PNPP59CM226,662,2021-03-10 00:00:00.000,Success,B08FTFXNNB,13,1999.00,2021-03-10 00:00:00.000,2021-03-10 00:00:00.000
PNPP59CM226,662,2021-03-10 00:00:00.000,Success,B01M0505SJ,14,2485.00,2021-03-10 00:00:00.000,2021-03-10 00:00:00.000
PNPP59CM226,662,2021-03-10 00:00:00.000,Success,B09TP5KBN7,6,1099.00,2021-03-10 00:00:00.000,2021-03-10 00:00:00.000
PNPP59CM226,662,2021-03-10 00:00:00.000,Success,B0BCKWZ884,5,2999.00,2021-03-10 00:00:00.000,2021-03-10 00:00:00.000
PNPP59CM226,662,2021-03-10 00:00:00.000,Success,B08MVXPTDG,1,4200.00,2021-03-10 00:00:00.000,2021-03-10 00:00:00.000
MPAI82AO102,389,2021-10-01 00:00:00.000,Success,B08J82K4GX,9,19110.00,2021-10-01 00:00:00.000,2021-10-01 00:00:00.000
MPAI82AO102,389,2021-10-01 00:00:00.000,Success,B08CFJBZRK,6,6295.00,2021-10-01 00:00:00.000,2021-10-01 00:00:00.000
MPAI82AO102,389,2021-10-01 00:00:00.000,Success,B097JQ1J5G,4,499.00,2021-10-01 00:00:00.000,2021-10-01 00:00:00.000
MPAI82AO102,389,2021-10-01 00:00:00.000,Success,B0B5GF6DQD,15,5999.00,2021-10-01 00:00:00.000,2021-10-01 00:00:00.000
AIMN31PN526,769,2022-04-13 00:00:00.000,Success,B08TDJNM3G,14,59.00,2022-04-13 00:00:00.000,2022-04-13 00:00:00.000
IANC05AP215,294,2022-08-29 00:00:00.000,Success,B086WMSCN3,12,5999.00,2022-08-29 00:00:00.000,2022-08-29 00:00:00.000
NOCO89CC732,749,2022-12-13 00:00:00.000,Success,B06XMZV7RH,14,499.00,2022-12-13 00:00:00.000,2022-12-13 00:00:00.000
NOCO89CC732,749,2022-12-13 00:00:00.000,Success,B0BD92GDQH,13,6999.00,2022-12-13 00:00:00.000,2022-12-13 00:00:00.000
NMIN32OO063,314,2021-11-19 00:00:00.000,Canceled,B09MKP344P,5,12999.00,2021-11-19 00:00:00.000,2021-11-19 00:00:00.000
NMIN32OO063,314,2021-11-19 00:00:00.000,Canceled,B084N1BM9L,15,1999.00,2021-11-19 00:00:00.000,2021-11-19 00:00:00.000
NMIN32OO063,314,2021-11-19 00:00:00.000,Canceled,B08461VC1Z,3,1995.00,2021-11-19 00:00:00.000,2021-11-19 00:00:00.000
NMIN32OO063,314,2021-11-19 00:00:00.000,Canceled,B0756CLQWL,9,3999.00,2021-11-19 00:00:00.000,2021-11-19 00:00:00.000
NMIN32OO063,314,2021-11-19 00:00:00.000,Canceled,B086199CWG,8,4799.00,2021-11-19 00:00:00.000,2021-11-19 00:00:00.000
NMIN32OO063,314,2021-11-19 00:00:00.000,Canceled,B00MFPCY5C,7,299.00,2021-11-19 00:00:00.000,2021-11-19 00:00:00.000
NPOA02PO977,570,2022-07-31 00:00:00.000,Success,B0BDYVC5TD,12,1800.00,2022-07-31 00:00:00.000,2022-07-31 00:00:00.000
NPOA02PO977,570,2022-07-31 00:00:00.000,Success,B078JBK4GX,7,4560.00,2022-07-31 00:00:00.000,2022-07-31 00:00:00.000
CCOA32NI392,784,2021-07-02 00:00:00.000,Success,B07SBGFDX9,8,120.00,2021-07-02 00:00:00.000,2021-07-02 00:00:00.000
CCOA32NI392,784,2021-07-02 00:00:00.000,Success,B07232M876,5,395.00,2021-07-02 00:00:00.000,2021-07-02 00:00:00.000
CCOA32NI392,784,2021-07-02 00:00:00.000,Success,B0B61DSF17,13,1999.00,2021-07-02 00:00:00.000,2021-07-02 00:00:00.000
CCOA32NI392,784,2021-07-02 00:00:00.000,Success,B09HS1NDRQ,12,799.00,2021-07-02 00:00:00.000,2021-07-02 00:00:00.000
CCOA32NI392,784,2021-07-02 00:00:00.000,Success,B0B3DV7S9B,10,499.00,2021-07-02 00:00:00.000,2021-07-02 00:00:00.000
ACMA24CI703,512,2022-07-28 00:00:00.000,Success,B09VH568H7,3,299.00,2022-07-28 00:00:00.000,2022-07-28 00:00:00.000
ACMA24CI703,512,2022-07-28 00:00:00.000,Success,B07QZ3CZ48,12,1290.00,2022-07-28 00:00:00.000,2022-07-28 00:00:00.000
ACMA24CI703,512,2022-07-28 00:00:00.000,Success,B09P18XVW6,13,4999.00,2022-07-28 00:00:00.000,2022-07-28 00:00:00.000
ACMA24CI703,512,2022-07-28 00:00:00.000,Success,B097ZQTDVZ,5,899.00,2022-07-28 00:00:00.000,2022-07-28 00:00:00.000
ACMA24CI703,512,2022-07-28 00:00:00.000,Success,B07L5L4GTB,15,404.00,2022-07-28 00:00:00.000,2022-07-28 00:00:00.000
ACMA24CI703,512,2022-07-28 00:00:00.000,Success,B0B4PPD89B,4,79.00,2022-07-28 00:00:00.000,2022-07-28 00:00:00.000
ACMA24CI703,512,2022-07-28 00:00:00.000,Success,B08CYPB15D,12,761.00,2022-07-28 00:00:00.000,2022-07-28 00:00:00.000
OMAA44IN067,824,2022-04-16 00:00:00.000,Success,B09LMMFW3S,15,399.00,2022-04-16 00:00:00.000,2022-04-16 00:00:00.000
MCAM79PC949,949,2021-07-26 00:00:00.000,Success,B0B56YRBNT,13,13499.00,2021-07-26 00:00:00.000,2021-07-26 00:00:00.000
OIAN87PA120,791,2021-02-12 00:00:00.000,Success,B07S7DCJKS,1,499.00,2021-02-12 00:00:00.000,2021-02-12 00:00:00.000
OIAN87PA120,791,2021-02-12 00:00:00.000,Success,B081RLM75M,13,599.00,2021-02-12 00:00:00.000,2021-02-12 00:00:00.000
OIAN87PA120,791,2021-02-12 00:00:00.000,Success,B0BNVBJW2S,3,7990.00,2021-02-12 00:00:00.000,2021-02-12 00:00:00.000
OIAN87PA120,791,2021-02-12 00:00:00.000,Success,B08235JZFB,7,1000.00,2021-02-12 00:00:00.000,2021-02-12 00:00:00.000
NIMC69AC690,425,2021-12-09 00:00:00.000,Success,B00N1U7JXM,11,175.00,2021-12-09 00:00:00.000,2021-12-09 00:00:00.000
NIMC69AC690,425,2021-12-09 00:00:00.000,Success,B0BBMGLQDW,4,1999.00,2021-12-09 00:00:00.000,2021-12-09 00:00:00.000
NIMC69AC690,425,2021-12-09 00:00:00.000,Success,B095244Q22,9,999.00,2021-12-09 00:00:00.000,2021-12-09 00:00:00.000
NIMC69AC690,425,2021-12-09 00:00:00.000,Success,B07J2NGB69,7,1390.00,2021-12-09 00:00:00.000,2021-12-09 00:00:00.000
NIMC69AC690,425,2021-12-09 00:00:00.000,Success,B07MP21WJD,13,299.00,2021-12-09 00:00:00.000,2021-12-09 00:00:00.000
NIMC69AC690,425,2021-12-09 00:00:00.000,Success,B01IBRHE3E,11,499.00,2021-12-09 00:00:00.000,2021-12-09 00:00:00.000
NIMC69AC690,425,2021-12-09 00:00:00.000,Success,B07RX42D3D,9,350.00,2021-12-09 00:00:00.000,2021-12-09 00:00:00.000
MPON10IM799,972,2021-11-24 00:00:00.000,Success,B0B7L86YCB,14,300.00,2021-11-24 00:00:00.000,2021-11-24 00:00:00.000
MPON10IM799,972,2021-11-24 00:00:00.000,Success,B09W5XR9RT,2,1999.00,2021-11-24 00:00:00.000,2021-11-24 00:00:00.000
AOCO38NC466,915,2021-04-19 00:00:00.000,Success,B003B00484,11,499.00,2021-04-19 00:00:00.000,2021-04-19 00:00:00.000
AOCO38NC466,915,2021-04-19 00:00:00.000,Success,B08K36NZSV,3,999.00,2021-04-19 00:00:00.000,2021-04-19 00:00:00.000
AOCO38NC466,915,2021-04-19 00:00:00.000,Success,B08G1RW2Q3,2,799.00,2021-04-19 00:00:00.000,2021-04-19 00:00:00.000
AOCO38NC466,915,2021-04-19 00:00:00.000,Success,B08RP2L2NL,5,999.00,2021-04-19 00:00:00.000,2021-04-19 00:00:00.000
AOCO38NC466,915,2021-04-19 00:00:00.000,Success,B01LONQBDG,7,899.00,2021-04-19 00:00:00.000,2021-04-19 00:00:00.000
PPMI38OP255,173,2021-06-23 00:00:00.000,Success,B0B19VJXQZ,13,59900.00,2021-06-23 00:00:00.000,2021-06-23 00:00:00.000
PPMI38OP255,173,2021-06-23 00:00:00.000,Success,B00TDD0YM4,10,1695.00,2021-06-23 00:00:00.000,2021-06-23 00:00:00.000
PPMI38OP255,173,2021-06-23 00:00:00.000,Success,B00N1U9AJS,12,165.00,2021-06-23 00:00:00.000,2021-06-23 00:00:00.000
PPMI38OP255,173,2021-06-23 00:00:00.000,Success,B002PD61Y4,13,1208.00,2021-06-23 00:00:00.000,2021-06-23 00:00:00.000
PPMI38OP255,173,2021-06-23 00:00:00.000,Success,B0B9RN5X8B,5,4700.00,2021-06-23 00:00:00.000,2021-06-23 00:00:00.000
PPMI38OP255,173,2021-06-23 00:00:00.000,Success,B00LHZWD0C,2,315.00,2021-06-23 00:00:00.000,2021-06-23 00:00:00.000
AIOP55NC262,57,2022-04-29 00:00:00.000,Success,B07DWFX9YS,7,1999.00,2022-04-29 00:00:00.000,2022-04-29 00:00:00.000
AIOP55NC262,57,2022-04-29 00:00:00.000,Success,B07V5YF4ND,13,1199.00,2022-04-29 00:00:00.000,2022-04-29 00:00:00.000
AIOP55NC262,57,2022-04-29 00:00:00.000,Success,B07VZYMQNZ,10,1440.00,2022-04-29 00:00:00.000,2022-04-29 00:00:00.000
AIOP55NC262,57,2022-04-29 00:00:00.000,Success,B07V5YF4ND,9,1199.00,2022-04-29 00:00:00.000,2022-04-29 00:00:00.000
AIOP55NC262,57,2022-04-29 00:00:00.000,Success,B07BKSSDR2,7,1900.00,2022-04-29 00:00:00.000,2022-04-29 00:00:00.000
AIOP55NC262,57,2022-04-29 00:00:00.000,Success,B082KVTRW8,2,1900.00,2022-04-29 00:00:00.000,2022-04-29 00:00:00.000
OACO22AM378,921,2021-06-03 00:00:00.000,Success,B098LCVYPW,6,999.00,2021-06-03 00:00:00.000,2021-06-03 00:00:00.000
OACO22AM378,921,2021-06-03 00:00:00.000,Success,B07SRM58TP,5,2099.00,2021-06-03 00:00:00.000,2021-06-03 00:00:00.000
OACO22AM378,921,2021-06-03 00:00:00.000,Success,B0B4HKH19N,2,931.00,2021-06-03 00:00:00.000,2021-06-03 00:00:00.000
OACO22AM378,921,2021-06-03 00:00:00.000,Success,B0832W3B7Q,6,3595.00,2021-06-03 00:00:00.000,2021-06-03 00:00:00.000
OACO22AM378,921,2021-06-03 00:00:00.000,Success,B083J64CBB,10,499.00,2021-06-03 00:00:00.000,2021-06-03 00:00:00.000
OACO22AM378,921,2021-06-03 00:00:00.000,Success,B09P8M18QM,13,2999.00,2021-06-03 00:00:00.000,2021-06-03 00:00:00.000
OPAP39PA948,512,2022-11-10 00:00:00.000,Success,B09NFSHCWN,15,1899.00,2022-11-10 00:00:00.000,2022-11-10 00:00:00.000
OAPI88PI356,873,2022-10-04 00:00:00.000,Success,B008QTK47Q,11,1745.00,2022-10-04 00:00:00.000,2022-10-04 00:00:00.000
OAPI88PI356,873,2022-10-04 00:00:00.000,Success,B07QCWY5XV,13,1399.00,2022-10-04 00:00:00.000,2022-10-04 00:00:00.000
OAPI88PI356,873,2022-10-04 00:00:00.000,Success,B08498D67S,13,1800.00,2022-10-04 00:00:00.000,2022-10-04 00:00:00.000
OAPI88PI356,873,2022-10-04 00:00:00.000,Success,B00PVT30YI,13,499.00,2022-10-04 00:00:00.000,2022-10-04 00:00:00.000
OAPI88PI356,873,2022-10-04 00:00:00.000,Success,B07XLCFSSN,3,1900.00,2022-10-04 00:00:00.000,2022-10-04 00:00:00.000
ANIM79IC941,587,2021-09-15 00:00:00.000,Success,B0B3XY5YT4,7,49990.00,2021-09-15 00:00:00.000,2021-09-15 00:00:00.000
AIPM98PA153,130,2021-05-11 00:00:00.000,Success,B00P0R95EA,7,640.00,2021-05-11 00:00:00.000,2021-05-11 00:00:00.000
AIPM98PA153,130,2021-05-11 00:00:00.000,Success,B09FPP3R1D,9,2495.00,2021-05-11 00:00:00.000,2021-05-11 00:00:00.000
APIA13OA053,148,2021-05-09 00:00:00.000,Success,B0BMM7R92G,3,999.00,2021-05-09 00:00:00.000,2021-05-09 00:00:00.000
APIA13OA053,148,2021-05-09 00:00:00.000,Success,B07WHQBZLS,9,21990.00,2021-05-09 00:00:00.000,2021-05-09 00:00:00.000
APIA13OA053,148,2021-05-09 00:00:00.000,Success,B0711PVX6Z,15,500.00,2021-05-09 00:00:00.000,2021-05-09 00:00:00.000
APIA13OA053,148,2021-05-09 00:00:00.000,Success,B08RDWBYCQ,3,999.00,2021-05-09 00:00:00.000,2021-05-09 00:00:00.000
APIA13OA053,148,2021-05-09 00:00:00.000,Success,B07JNVF678,3,999.00,2021-05-09 00:00:00.000,2021-05-09 00:00:00.000
IAIC09AP270,627,2021-01-19 00:00:00.000,Success,B08KS2KQTK,4,499.00,2021-01-19 00:00:00.000,2021-01-19 00:00:00.000
IAIC09AP270,627,2021-01-19 00:00:00.000,Success,B00S2SEV7K,8,100.00,2021-01-19 00:00:00.000,2021-01-19 00:00:00.000
IAIC09AP270,627,2021-01-19 00:00:00.000,Success,B0B53NXFFR,6,5999.00,2021-01-19 00:00:00.000,2021-01-19 00:00:00.000
IAIC09AP270,627,2021-01-19 00:00:00.000,Success,B01MQZ7J8K,13,1445.00,2021-01-19 00:00:00.000,2021-01-19 00:00:00.000
IAIC09AP270,627,2021-01-19 00:00:00.000,Success,B07YNHCW6N,5,2499.00,2021-01-19 00:00:00.000,2021-01-19 00:00:00.000
IAIC09AP270,627,2021-01-19 00:00:00.000,Success,B08HDJ86NZ,7,699.00,2021-01-19 00:00:00.000,2021-01-19 00:00:00.000
ANAP15PM799,830,2022-07-05 00:00:00.000,Success,B071SDRGWL,10,699.00,2022-07-05 00:00:00.000,2022-07-05 00:00:00.000
ANAP15PM799,830,2022-07-05 00:00:00.000,Success,B08BQ947H3,5,149.00,2022-07-05 00:00:00.000,2022-07-05 00:00:00.000
ANAP15PM799,830,2022-07-05 00:00:00.000,Success,B00GE55L22,12,699.00,2022-07-05 00:00:00.000,2022-07-05 00:00:00.000
ANAP15PM799,830,2022-07-05 00:00:00.000,Success,B09JFR8H3Q,7,1499.00,2022-07-05 00:00:00.000,2022-07-05 00:00:00.000
PAOC53PN688,195,2022-06-16 00:00:00.000,Success,B012MQS060,13,1795.00,2022-06-16 00:00:00.000,2022-06-16 00:00:00.000
PAOC53PN688,195,2022-06-16 00:00:00.000,Success,B0B3XXSB1K,13,79990.00,2022-06-16 00:00:00.000,2022-06-16 00:00:00.000
PAOC53PN688,195,2022-06-16 00:00:00.000,Success,B08Y5KXR6Z,7,800.00,2022-06-16 00:00:00.000,2022-06-16 00:00:00.000
PAOC53PN688,195,2022-06-16 00:00:00.000,Success,B00LM4X3XE,13,100.00,2022-06-16 00:00:00.000,2022-06-16 00:00:00.000
PAOC53PN688,195,2022-06-16 00:00:00.000,Success,B00LUGTJGO,8,1549.00,2022-06-16 00:00:00.000,2022-06-16 00:00:00.000
OIOI32MP908,279,2021-01-23 00:00:00.000,Success,B09NL4DCXK,2,599.00,2021-01-23 00:00:00.000,2021-01-23 00:00:00.000
OIOI32MP908,279,2021-01-23 00:00:00.000,Success,B08PPHFXG3,5,999.00,2021-01-23 00:00:00.000,2021-01-23 00:00:00.000
OIOI32MP908,279,2021-01-23 00:00:00.000,Success,B09B9SPC7F,5,1299.00,2021-01-23 00:00:00.000,2021-01-23 00:00:00.000
OIOI32MP908,279,2021-01-23 00:00:00.000,Success,B08Y1SJVV5,6,666.00,2021-01-23 00:00:00.000,2021-01-23 00:00:00.000
MIMA34AN682,249,2021-12-17 00:00:00.000,Canceled,B09YV575RK,10,9999.00,2021-12-17 00:00:00.000,2021-12-17 00:00:00.000
MIMA34AN682,249,2021-12-17 00:00:00.000,Canceled,B08MCD9JFY,7,1999.00,2021-12-17 00:00:00.000,2021-12-17 00:00:00.000
MIMA34AN682,249,2021-12-17 00:00:00.000,Canceled,B07DFYJRQV,2,1499.00,2021-12-17 00:00:00.000,2021-12-17 00:00:00.000
PAOC88IO676,373,2021-12-07 00:00:00.000,Success,B0B2CWRDB1,3,9999.00,2021-12-07 00:00:00.000,2021-12-07 00:00:00.000
PAOC88IO676,373,2021-12-07 00:00:00.000,Success,B0762HXMTF,14,1950.00,2021-12-07 00:00:00.000,2021-12-07 00:00:00.000
PAOC88IO676,373,2021-12-07 00:00:00.000,Success,B01F262EUU,10,999.00,2021-12-07 00:00:00.000,2021-12-07 00:00:00.000
NINI19AC099,240,2021-06-07 00:00:00.000,Canceled,B08K36NZSV,15,999.00,2021-06-07 00:00:00.000,2021-06-07 00:00:00.000
NINI19AC099,240,2021-06-07 00:00:00.000,Canceled,B07DKZCZ89,11,499.00,2021-06-07 00:00:00.000,2021-06-07 00:00:00.000
NINI19AC099,240,2021-06-07 00:00:00.000,Canceled,B08VS3YLRK,9,1499.00,2021-06-07 00:00:00.000,2021-06-07 00:00:00.000
NINI19AC099,240,2021-06-07 00:00:00.000,Canceled,B09ZHCJDP1,10,1000.00,2021-06-07 00:00:00.000,2021-06-07 00:00:00.000
NINI19AC099,240,2021-06-07 00:00:00.000,Canceled,B08235JZFB,13,1000.00,2021-06-07 00:00:00.000,2021-06-07 00:00:00.000
NINI19AC099,240,2021-06-07 00:00:00.000,Canceled,B00J5DYCCA,7,1890.00,2021-06-07 00:00:00.000,2021-06-07 00:00:00.000
PPOA99NO002,194,2021-11-15 00:00:00.000,Success,B0BNQMF152,1,2199.00,2021-11-15 00:00:00.000,2021-11-15 00:00:00.000
PPOA99NO002,194,2021-11-15 00:00:00.000,Success,B09F5Z694W,6,9625.00,2021-11-15 00:00:00.000,2021-11-15 00:00:00.000
PPOA99NO002,194,2021-11-15 00:00:00.000,Success,B072J83V9W,11,9995.00,2021-11-15 00:00:00.000,2021-11-15 00:00:00.000
PPOA99NO002,194,2021-11-15 00:00:00.000,Success,B097RJ867P,7,11595.00,2021-11-15 00:00:00.000,2021-11-15 00:00:00.000
PPOA99NO002,194,2021-11-15 00:00:00.000,Success,B09P858DK8,14,1999.00,2021-11-15 00:00:00.000,2021-11-15 00:00:00.000
PPOA99NO002,194,2021-11-15 00:00:00.000,Success,B01MRARGBW,5,400.00,2021-11-15 00:00:00.000,2021-11-15 00:00:00.000
PPOA99NO002,194,2021-11-15 00:00:00.000,Success,B083GKDRKR,8,2995.00,2021-11-15 00:00:00.000,2021-11-15 00:00:00.000
AACN83AO563,584,2021-06-21 00:00:00.000,Success,B009DA69W6,6,1900.00,2021-06-21 00:00:00.000,2021-06-21 00:00:00.000
AACN83AO563,584,2021-06-21 00:00:00.000,Success,B07K2HVKLL,11,1020.00,2021-06-21 00:00:00.000,2021-06-21 00:00:00.000
AACN83AO563,584,2021-06-21 00:00:00.000,Success,B0B9BD2YL4,14,6999.00,2021-06-21 00:00:00.000,2021-06-21 00:00:00.000
AACN83AO563,584,2021-06-21 00:00:00.000,Success,B09Q8HMKZX,12,699.00,2021-06-21 00:00:00.000,2021-06-21 00:00:00.000
AACN83AO563,584,2021-06-21 00:00:00.000,Success,B098R25TGC,15,2999.00,2021-06-21 00:00:00.000,2021-06-21 00:00:00.000
